slice,ticker,date,time,model,status,status_detail,slice_index,expiry_date,tenor_years,forward,n_quotes_raw,n_quotes_used,fit_rmse_vol_bp,fit_max_err_bp,lib_rmse_vol_bp,fit_vol_min,fit_vol_max,pillar_vol_min,pillar_vol_max,converged,min_butterfly_g,k_lo,k_hi,n_slices_fitted,n_slices_skipped,self_validates,svi_a,svi_b,svi_rho,svi_m,svi_sigma,ssvi_rho,ssvi_eta,ssvi_gamma,ssvi_theta,ssvi_phi,essvi_theta,essvi_psi,essvi_rho,essvi_eta,essvi_gamma,essvi_tube_clamped
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,12,2026-10-16,0.1616438356,345.5889093740,192,43,82.5299398523,295.9396298007,82.5299398523,0.2953489133,0.3777150231,0.2938355544,0.4073089861,true,0.5443198555,-0.3439917349,0.3693581529,22,0,true,,,,,,,,,,,0.0142198182,0.0718253851,-0.0922966213,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,13,2026-11-20,0.2575342466,347.2224867439,220,56,53.4070683814,235.7819347143,53.4070683814,0.3270988478,0.4161507128,0.3266321454,0.4397289063,true,0.5479662370,-0.4793277185,0.4229112599,22,0,true,,,,,,,,,,,0.0277619847,0.0996955946,-0.0865011936,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,14,2026-12-18,0.3342465753,348.0974265936,258,70,48.9013844443,218.3932007988,48.9013844443,0.3223279812,0.4037600078,0.3228962788,0.4255993279,true,0.5666427674,-0.5053748714,0.4664857117,22,0,true,,,,,,,,,,,0.0350020867,0.1115509678,-0.0890778420,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,15,2027-01-15,0.4109589041,349.2917102561,276,70,35.7608708493,156.0925887583,35.7608708493,0.3208719247,0.3919034707,0.3197733035,0.4075127296,true,0.5965438245,-0.5087998884,0.4630606947,22,0,true,,,,,,,,,,,0.0426077267,0.1226254741,-0.0833356081,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,16,2027-02-19,0.5068493151,351.2599140532,184,54,17.9976318455,57.3012423676,17.9976318455,0.3306751118,0.3880559233,0.3304593059,0.3937860475,true,0.6543570727,-0.4908884172,0.4664103384,22,0,true,,,,,,,,,,,0.0557582469,0.1394020952,-0.0777623119,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,17,2027-03-19,0.5835616438,352.2920160849,214,60,19.7011670427,62.9180937082,19.7011670427,0.3314164080,0.3830353122,0.3304315912,0.3893271216,true,0.6789216144,-0.4938223947,0.4634763609,22,0,true,,,,,,,,,,,0.0644422555,0.1492523921,-0.0732473977,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,18,2027-06-17,0.8301369863,356.4001706980,276,72,14.8300241714,38.3139927905,14.8300241714,0.3380664228,0.3784313982,0.3382627469,0.3789510583,true,0.7415386300,-0.5054161464,0.4695821863,22,0,true,,,,,,,,,,,0.0953540450,0.1789737301,-0.0708634402,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,19,2027-09-17,1.0821917808,359.8747557610,280,72,18.3365491560,39.9683171170,18.3365491560,0.3445374289,0.3757455439,0.3443510446,0.3731628491,true,0.8029696922,-0.4921285239,0.4686139705,22,0,true,,,,,,,,,,,0.1290996258,0.2051130759,-0.0703337134,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,20,2027-12-17,1.3315068493,364.5526781870,276,73,15.3765720834,74.2874727008,15.3765720834,0.3481790662,0.3762023772,0.3475885767,0.3754967021,true,0.8304069344,-0.5050435164,0.4643570408,22,0,true,,,,,,,,,,,0.1623708094,0.2267141452,-0.0767212143,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-18,1530,essvi_sg05,ok,,21,2028-01-21,1.4273972603,366.2181938063,262,73,19.1917346186,35.0234397823,19.1917346186,0.3471382329,0.3731042048,0.3478325011,0.3749691329,true,0.8407389641,-0.5096017674,0.4597987898,22,0,true,,,,,,,,,,,0.1728397032,0.2328624238,-0.0693676793,0.6065924316,0.5000000000,0.0000000000
daily,GOOGL,2026-08-19,1530,svi,ok,,0,2026-08-21,0.0054794521,344.8601302249,268,19,56.6951906192,93.7913573297,56.6951906192,0.3053811884,0.4512614537,0.3102987501,0.4592034418,true,0.2813502385,-0.0748179194,0.0635844035,21,0,true,0.0000000000,0.0123100044,-0.3139071243,-0.0169473677,0.0436342993,,,,,,,,,,,
daily,GOOGL,2026-08-19,1530,svi,ok,,1,2026-08-24,0.0136986301,344.8848519184,112,14,21.6711478003,37.4918630067,21.6711478003,0.2472785558,0.2932039511,0.2471836018,0.2904257571,true,0.6820380407,-0.0748179194,0.0359247634,21,0,true,0.0007929872,0.0037359390,-0.4587647809,-0.0051078251,0.0133806833,,,,,,,,,,,
daily,GOOGL,2026-08-19,1530,svi,ok,,2,2026-08-26,0.0191780822,345.0602102458,122,11,15.8335903871,27.7883604872,15.8335903871,0.2691268024,0.2968490705,0.2679359308,0.2967269686,true,0.7442214699,-0.0598937419,0.0423851072,21,0,true,0.0000000000,0.0178136768,-0.5328529837,-0.0549600681,0.0921077473,,,,,,,,,,,
